Station ID,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,city,activity_status
EVS00310,AC Level 2,0.41,6:00-22:00,13.72,10,EVgo,350,"CCS, CHAdeMO",2022,Yes,3.0,7,Quarterly,Mumbai,low
EVS00573,AC Level 1,0.1,24/7,14.33,90,Ionity,350,"CCS, Type 2",2012,Yes,3.3,7,Quarterly,Mexico City,high
EVS00703,AC Level 2,0.5,9:00-18:00,6.05,53,Tesla,22,"CHAdeMO, Tesla",2022,No,3.4,10,Monthly,Mexico City,high
EVS00720,AC Level 2,0.13,9:00-18:00,7.48,17,Tesla,150,"Tesla, CCS",2015,Yes,3.3,4,Monthly,Chicago,low
EVS01435,DC Fast Charger,0.4,24/7,9.95,97,Ionity,22,Type 2,2020,No,4.0,8,Annually,Bangkok,high
EVS01457,AC Level 2,0.34,24/7,8.25,48,Tesla,350,CCS,2023,No,4.6,8,Quarterly,Chicago,low
EVS01458,AC Level 1,0.18,9:00-18:00,4.94,95,Greenlots,350,CCS,2010,Yes,5.0,4,Monthly,Dubai,high
EVS01462,DC Fast Charger,0.41,24/7,17.29,19,Greenlots,50,"Tesla, Type 2",2017,Yes,4.0,1,Quarterly,Beijing,low
EVS02356,AC Level 2,0.23,24/7,14.21,45,EVgo,50,CCS,2018,No,4.0,8,Monthly,Berlin,low
EVS02802,AC Level 1,0.28,6:00-22:00,17.28,40,ChargePoint,50,CHAdeMO,2022,No,3.0,5,Quarterly,Mexico City,low
EVS02892,DC Fast Charger,0.21,6:00-22:00,15.16,88,EVgo,150,"CHAdeMO, Tesla",2014,Yes,3.2,7,Annually,Mumbai,high
EVS02893,AC Level 2,0.14,24/7,15.83,64,Greenlots,22,"CCS, Type 2",2016,Yes,3.4,1,Annually,San Francisco,high
EVS03029,AC Level 1,0.39,9:00-18:00,14.53,45,ChargePoint,350,Tesla,2020,No,3.6,3,Annually,Chicago,low
EVS03045,DC Fast Charger,0.21,24/7,11.12,35,Ionity,350,"CCS, Tesla",2012,Yes,3.7,5,Monthly,Beijing,low
EVS03185,DC Fast Charger,0.41,24/7,11.53,44,Ionity,150,Tesla,2018,Yes,4.4,1,Quarterly,Beijing,low
EVS03737,AC Level 2,0.39,6:00-22:00,3.34,19,Greenlots,350,"CCS, CHAdeMO",2021,No,3.5,7,Quarterly,Cape Town,low
EVS03850,DC Fast Charger,0.46,9:00-18:00,11.01,68,Greenlots,22,Type 2,2022,No,3.6,9,Monthly,Berlin,high
EVS04107,AC Level 2,0.21,6:00-22:00,9.88,87,Tesla,350,CHAdeMO,2010,Yes,3.9,5,Quarterly,Seoul,high
EVS04233,AC Level 1,0.34,9:00-18:00,1.3,82,Ionity,22,"Tesla, Type 2",2012,No,4.2,4,Annually,Sydney,high
EVS04306,DC Fast Charger,0.25,24/7,1.86,26,Tesla,350,CHAdeMO,2015,No,3.2,1,Monthly,Los Angeles,low
EVS04457,AC Level 1,0.42,9:00-18:00,17.48,33,Tesla,22,"Type 2, CHAdeMO",2016,No,4.5,7,Quarterly,San Francisco,low
EVS04699,DC Fast Charger,0.23,24/7,13.78,93,EVgo,50,Type 2,2019,No,4.9,1,Monthly,Beijing,high
EVS04887,DC Fast Charger,0.21,9:00-18:00,9.51,33,Ionity,50,Tesla,2017,Yes,3.6,4,Annually,Mexico City,low
EVS00120,AC Level 2,0.28,24/7,11.27,62,Tesla,150,"Type 2, CHAdeMO",2023,No,3.1,9,Annually,Sydney,high
EVS00190,AC Level 1,0.44,24/7,19.45,79,Greenlots,350,CCS,2011,No,3.4,7,Annually,Bangkok,high
EVS00246,AC Level 2,0.26,6:00-22:00,3.26,25,Greenlots,350,Type 2,2017,Yes,4.5,7,Quarterly,Dubai,low
EVS00855,AC Level 2,0.13,9:00-18:00,2.05,59,Greenlots,150,CHAdeMO,2022,Yes,4.8,5,Quarterly,Moscow,high
EVS01226,AC Level 2,0.47,9:00-18:00,19.55,13,ChargePoint,22,CHAdeMO,2018,Yes,4.1,9,Annually,Beijing,low
EVS01842,DC Fast Charger,0.25,24/7,3.81,87,Tesla,50,"CCS, CHAdeMO",2021,No,3.5,4,Monthly,Mexico City,high
EVS02316,AC Level 2,0.22,9:00-18:00,12.51,51,ChargePoint,50,"Tesla, CCS",2015,Yes,4.8,3,Quarterly,Mumbai,high
EVS02409,DC Fast Charger,0.32,24/7,0.86,70,ChargePoint,150,Type 2,2015,No,4.7,8,Monthly,Sydney,high
EVS02676,DC Fast Charger,0.11,6:00-22:00,19.32,58,Greenlots,350,"Type 2, Tesla",2015,No,3.3,6,Monthly,Los Angeles,high
EVS02820,AC Level 2,0.29,9:00-18:00,15.25,72,Tesla,150,CHAdeMO,2017,Yes,4.8,9,Monthly,Toronto,high
EVS03135,DC Fast Charger,0.36,6:00-22:00,2.88,23,Ionity,50,"CCS, Tesla",2010,No,3.1,3,Quarterly,Chicago,low
EVS03232,AC Level 1,0.18,6:00-22:00,14.6,56,Ionity,150,Type 2,2015,No,4.1,1,Quarterly,San Francisco,high
EVS03297,AC Level 1,0.41,24/7,8.51,21,Greenlots,50,CCS,2021,No,4.3,6,Monthly,São Paulo,low
EVS03469,AC Level 2,0.3,24/7,17.36,95,Greenlots,350,CHAdeMO,2016,No,3.9,10,Annually,Bangkok,high
EVS03687,DC Fast Charger,0.3,9:00-18:00,17.62,36,EVgo,150,Tesla,2015,No,4.5,9,Quarterly,Mumbai,low
EVS03816,DC Fast Charger,0.35,6:00-22:00,10.43,96,Ionity,22,"CHAdeMO, Tesla",2013,No,4.7,4,Monthly,Mumbai,high
EVS03822,AC Level 1,0.24,9:00-18:00,9.42,85,ChargePoint,150,"Tesla, Type 2",2014,No,4.0,2,Annually,Mexico City,high
EVS03833,AC Level 2,0.44,24/7,19.63,64,Ionity,350,"Tesla, Type 2",2020,Yes,3.4,5,Quarterly,Beijing,high
EVS03859,DC Fast Charger,0.34,9:00-18:00,5.55,19,Ionity,50,"CHAdeMO, CCS",2020,No,3.3,6,Quarterly,Cape Town,low
EVS04007,DC Fast Charger,0.16,6:00-22:00,8.86,41,EVgo,22,CHAdeMO,2023,Yes,3.1,4,Quarterly,Moscow,low
EVS04207,AC Level 2,0.16,24/7,6.18,97,ChargePoint,350,"Tesla, Type 2",2015,No,4.3,10,Annually,Mexico City,high
EVS04325,DC Fast Charger,0.47,6:00-22:00,18.08,19,Ionity,50,"Tesla, Type 2",2020,No,3.1,9,Annually,Beijing,low
EVS04580,AC Level 1,0.17,24/7,16.29,35,Ionity,50,CHAdeMO,2012,Yes,3.3,10,Monthly,Los Angeles,low
EVS04600,AC Level 2,0.45,9:00-18:00,16.51,58,Tesla,350,CCS,2016,No,4.1,9,Monthly,São Paulo,high
EVS00175,DC Fast Charger,0.4,9:00-18:00,3.08,80,EVgo,150,"Type 2, Tesla",2014,Yes,5.0,5,Monthly,San Francisco,high
EVS00535,AC Level 1,0.37,9:00-18:00,19.39,29,EVgo,150,Type 2,2015,No,3.9,2,Monthly,Beijing,low
EVS00924,DC Fast Charger,0.12,9:00-18:00,3.51,86,Greenlots,50,CHAdeMO,2016,Yes,3.4,7,Monthly,São Paulo,high
EVS00928,AC Level 2,0.38,9:00-18:00,14.38,24,Greenlots,50,"CCS, CHAdeMO",2021,No,3.2,3,Monthly,Los Angeles,low
EVS01116,DC Fast Charger,0.27,9:00-18:00,2.92,87,EVgo,150,CHAdeMO,2012,Yes,3.7,6,Quarterly,Seoul,high
EVS01310,AC Level 1,0.46,24/7,10.88,33,EVgo,350,"CHAdeMO, Type 2",2019,Yes,3.6,5,Annually,Toronto,low
EVS01755,AC Level 2,0.34,24/7,12.53,76,Tesla,350,"CHAdeMO, Type 2",2021,No,5.0,7,Annually,Mexico City,high
EVS02019,DC Fast Charger,0.32,9:00-18:00,2.01,99,Greenlots,150,"CHAdeMO, Tesla",2015,Yes,4.9,4,Annually,Los Angeles,high
EVS02024,DC Fast Charger,0.34,24/7,4.79,60,Tesla,150,"CCS, CHAdeMO",2010,Yes,3.5,8,Quarterly,Chicago,high
EVS02093,AC Level 2,0.41,24/7,8.62,44,Tesla,50,"CCS, CHAdeMO",2016,No,4.9,7,Monthly,Dubai,low
EVS02512,AC Level 1,0.14,24/7,1.15,64,Tesla,50,"Tesla, Type 2",2017,Yes,3.0,2,Monthly,São Paulo,high
EVS02774,AC Level 1,0.22,9:00-18:00,5.93,70,Ionity,350,"Tesla, CCS",2013,Yes,4.4,9,Monthly,Beijing,high
EVS02869,AC Level 1,0.47,6:00-22:00,6.04,52,Ionity,350,Tesla,2021,No,3.4,1,Quarterly,Beijing,high
EVS03204,AC Level 1,0.26,6:00-22:00,8.13,43,Greenlots,50,CCS,2022,No,4.6,4,Annually,Los Angeles,low
EVS03553,AC Level 2,0.39,9:00-18:00,1.82,39,EVgo,350,CHAdeMO,2015,No,3.9,10,Annually,Toronto,low
EVS04163,AC Level 1,0.34,6:00-22:00,6.24,31,Tesla,350,Type 2,2022,Yes,4.4,2,Quarterly,Moscow,low
EVS04355,AC Level 1,0.38,24/7,12.96,15,EVgo,350,"Tesla, Type 2",2021,Yes,3.5,1,Annually,Seoul,low
EVS04487,AC Level 2,0.39,6:00-22:00,13.31,14,Greenlots,50,"CHAdeMO, CCS",2022,No,3.6,2,Quarterly,Bangkok,low
EVS04873,DC Fast Charger,0.24,6:00-22:00,14.81,28,EVgo,350,"Type 2, CHAdeMO",2015,No,4.8,4,Quarterly,Toronto,low
EVS00050,AC Level 2,0.47,24/7,2.49,26,ChargePoint,150,Tesla,2023,Yes,4.3,9,Monthly,Los Angeles,low
EVS00184,DC Fast Charger,0.27,6:00-22:00,16.86,12,ChargePoint,150,"CCS, CHAdeMO",2022,No,3.3,1,Annually,Mexico City,low
EVS00409,AC Level 2,0.36,9:00-18:00,1.99,52,Ionity,22,"Tesla, Type 2",2018,Yes,3.4,7,Monthly,Chicago,high
EVS00832,DC Fast Charger,0.29,9:00-18:00,7.13,41,Tesla,50,CCS,2017,Yes,3.6,2,Annually,Mexico City,low
EVS00967,DC Fast Charger,0.36,6:00-22:00,9.38,50,Ionity,350,Tesla,2010,Yes,3.8,9,Quarterly,Mexico City,high
EVS00992,AC Level 2,0.41,9:00-18:00,14.21,62,Tesla,50,CCS,2019,Yes,3.4,1,Quarterly,Cape Town,high
EVS01168,AC Level 2,0.21,6:00-22:00,4.69,91,EVgo,350,"CHAdeMO, Type 2",2022,No,3.9,2,Annually,Toronto,high
EVS01214,DC Fast Charger,0.23,6:00-22:00,13.45,31,ChargePoint,50,CHAdeMO,2016,No,4.0,9,Monthly,Cape Town,low
EVS01249,AC Level 1,0.4,6:00-22:00,11.01,27,EVgo,50,"Tesla, CCS",2015,Yes,4.4,5,Quarterly,San Francisco,low
EVS01379,AC Level 1,0.14,9:00-18:00,16.94,48,Ionity,150,"CCS, Type 2",2010,No,3.2,2,Quarterly,Moscow,low
EVS02468,DC Fast Charger,0.21,9:00-18:00,15.92,56,Ionity,50,"CCS, Tesla",2011,Yes,3.6,8,Monthly,Chicago,high
EVS02484,DC Fast Charger,0.23,6:00-22:00,13.26,72,EVgo,50,"CCS, CHAdeMO",2012,No,4.9,7,Quarterly,Los Angeles,high
EVS02672,AC Level 2,0.16,24/7,8.91,82,ChargePoint,350,"Tesla, CHAdeMO",2010,Yes,5.0,2,Annually,Bangkok,high
EVS02734,AC Level 1,0.36,24/7,9.11,78,Greenlots,22,CHAdeMO,2017,Yes,3.6,3,Monthly,Bangkok,high
EVS02989,AC Level 2,0.4,9:00-18:00,7.74,52,Tesla,22,"CHAdeMO, CCS",2013,No,4.1,5,Annually,Mumbai,high
EVS03004,AC Level 2,0.27,24/7,12.94,35,EVgo,50,"Type 2, Tesla",2017,Yes,4.3,3,Annually,Chicago,low
EVS03047,AC Level 2,0.46,24/7,1.89,12,Greenlots,50,CHAdeMO,2021,Yes,4.3,3,Monthly,Mexico City,low
EVS03153,DC Fast Charger,0.16,6:00-22:00,14.12,63,Ionity,22,CHAdeMO,2023,No,3.2,10,Monthly,Berlin,high
EVS03266,AC Level 1,0.2,6:00-22:00,19.85,31,Ionity,150,Tesla,2017,No,4.0,9,Quarterly,Mumbai,low
EVS03363,AC Level 1,0.32,9:00-18:00,3.64,93,Tesla,350,CCS,2019,No,4.9,2,Quarterly,Beijing,high
EVS03496,AC Level 1,0.23,6:00-22:00,16.92,30,Greenlots,22,CCS,2016,Yes,4.5,6,Quarterly,Bangkok,low
EVS03827,DC Fast Charger,0.4,24/7,1.83,13,Greenlots,22,Type 2,2011,Yes,4.4,10,Monthly,São Paulo,low
EVS03912,AC Level 2,0.39,6:00-22:00,13.36,42,ChargePoint,22,Type 2,2017,No,4.8,5,Annually,Los Angeles,low
EVS04230,DC Fast Charger,0.37,24/7,5.83,92,Tesla,50,"Tesla, CCS",2018,No,4.8,4,Quarterly,Dubai,high
EVS04275,AC Level 2,0.26,6:00-22:00,18.06,81,Ionity,50,Type 2,2014,Yes,4.2,3,Monthly,Los Angeles,high
EVS04575,DC Fast Charger,0.2,9:00-18:00,18.04,90,EVgo,150,CCS,2016,No,4.9,2,Monthly,Mumbai,high
EVS04819,AC Level 2,0.35,6:00-22:00,3.98,82,Greenlots,350,CHAdeMO,2011,No,3.1,2,Monthly,Mumbai,high
EVS04935,DC Fast Charger,0.33,9:00-18:00,18.03,30,EVgo,22,Type 2,2017,Yes,5.0,5,Annually,Moscow,low
EVS04943,DC Fast Charger,0.23,24/7,13.73,62,Greenlots,150,"Type 2, CHAdeMO",2017,No,4.7,1,Annually,Sydney,high
EVS04997,AC Level 1,0.22,24/7,16.92,68,Tesla,350,CCS,2010,Yes,4.6,10,Quarterly,São Paulo,high
EVS00135,DC Fast Charger,0.25,6:00-22:00,6.6,45,Greenlots,350,"Tesla, Type 2",2017,No,4.3,10,Quarterly,Mumbai,low
EVS00335,DC Fast Charger,0.31,9:00-18:00,13.37,75,EVgo,350,"CCS, Tesla",2015,No,4.5,4,Quarterly,Mexico City,high
EVS00422,DC Fast Charger,0.32,6:00-22:00,11.0,37,EVgo,350,Tesla,2016,No,4.6,5,Quarterly,Beijing,low
EVS00462,DC Fast Charger,0.41,6:00-22:00,20.0,75,Greenlots,50,"Type 2, CCS",2014,No,3.7,10,Quarterly,Seoul,high
EVS00976,DC Fast Charger,0.34,6:00-22:00,16.45,35,Tesla,350,"CCS, Tesla",2014,Yes,3.4,9,Quarterly,São Paulo,low
EVS01040,DC Fast Charger,0.23,6:00-22:00,11.68,51,Tesla,50,Tesla,2015,Yes,4.9,2,Quarterly,Berlin,high
EVS01110,AC Level 2,0.29,9:00-18:00,6.49,91,Ionity,150,"CCS, CHAdeMO",2015,Yes,3.6,8,Monthly,Mumbai,high
EVS01127,AC Level 2,0.31,9:00-18:00,6.85,78,Tesla,150,CCS,2016,Yes,4.5,10,Quarterly,Dubai,high
EVS01166,AC Level 2,0.28,24/7,12.38,50,Greenlots,50,Type 2,2015,No,4.2,1,Monthly,São Paulo,high
EVS01762,DC Fast Charger,0.19,9:00-18:00,18.54,29,Tesla,150,CCS,2015,Yes,3.5,2,Annually,Seoul,low
EVS01899,DC Fast Charger,0.48,9:00-18:00,4.62,96,Greenlots,350,Type 2,2023,Yes,4.3,4,Annually,São Paulo,high
EVS02380,DC Fast Charger,0.35,6:00-22:00,9.87,92,Tesla,150,"CHAdeMO, CCS",2014,Yes,3.5,6,Monthly,Toronto,high
EVS02717,AC Level 2,0.2,24/7,14.79,22,ChargePoint,50,"CCS, CHAdeMO",2015,Yes,5.0,4,Annually,Toronto,low
EVS02718,AC Level 2,0.16,6:00-22:00,5.74,98,ChargePoint,50,"CCS, Type 2",2018,No,4.3,6,Quarterly,Mumbai,high
EVS02719,AC Level 1,0.21,6:00-22:00,9.02,63,Ionity,350,"Tesla, Type 2",2017,Yes,4.7,3,Quarterly,Mumbai,high
EVS02779,AC Level 2,0.17,6:00-22:00,2.0,34,EVgo,350,Type 2,2020,No,3.6,4,Monthly,São Paulo,low
EVS03175,DC Fast Charger,0.37,24/7,11.97,20,EVgo,350,Type 2,2023,No,3.3,10,Quarterly,Sydney,low
EVS03437,DC Fast Charger,0.46,24/7,3.07,19,ChargePoint,150,CCS,2016,No,3.9,7,Quarterly,São Paulo,low
EVS03557,DC Fast Charger,0.21,9:00-18:00,15.52,51,ChargePoint,22,Tesla,2010,Yes,4.4,10,Monthly,Mexico City,high
EVS04137,DC Fast Charger,0.19,24/7,3.5,42,Greenlots,22,Type 2,2010,No,3.3,7,Monthly,San Francisco,low
EVS04232,AC Level 2,0.38,24/7,11.98,16,Ionity,350,Tesla,2017,No,3.7,9,Annually,Mexico City,low
EVS04505,AC Level 2,0.27,24/7,11.44,74,EVgo,22,Type 2,2023,Yes,3.4,7,Monthly,Chicago,high
EVS04573,AC Level 2,0.23,24/7,6.89,94,Tesla,22,"CHAdeMO, Type 2",2013,Yes,3.4,1,Annually,São Paulo,high
EVS04746,DC Fast Charger,0.18,6:00-22:00,11.04,41,EVgo,150,"Type 2, CCS",2011,No,4.5,1,Quarterly,São Paulo,low
EVS00064,AC Level 2,0.36,24/7,5.16,31,Ionity,22,Tesla,2018,Yes,3.3,4,Annually,Toronto,low
EVS00300,DC Fast Charger,0.3,24/7,11.71,32,Ionity,22,CHAdeMO,2011,Yes,3.1,9,Annually,Beijing,low
EVS00460,AC Level 2,0.4,9:00-18:00,14.31,80,Ionity,22,"Tesla, Type 2",2012,Yes,4.4,4,Quarterly,Beijing,high
EVS00532,DC Fast Charger,0.23,6:00-22:00,1.59,73,Tesla,350,"Type 2, CHAdeMO",2022,No,3.3,1,Quarterly,Seoul,high
EVS01134,AC Level 1,0.17,24/7,10.58,60,EVgo,50,"Tesla, CHAdeMO",2016,No,4.0,1,Annually,Sydney,high
EVS01256,AC Level 2,0.11,9:00-18:00,5.23,50,EVgo,22,CHAdeMO,2017,No,4.3,8,Annually,Dubai,high
EVS01538,AC Level 2,0.47,9:00-18:00,19.61,47,EVgo,50,"CHAdeMO, Type 2",2021,Yes,3.8,8,Annually,Bangkok,low
EVS01958,AC Level 2,0.13,24/7,7.23,51,Ionity,150,Tesla,2012,Yes,4.9,9,Monthly,Mumbai,high
EVS02089,DC Fast Charger,0.41,6:00-22:00,3.67,92,Ionity,50,"CCS, Tesla",2020,No,4.3,7,Monthly,Toronto,high
EVS02580,AC Level 2,0.12,9:00-18:00,12.92,34,ChargePoint,50,Type 2,2014,No,4.6,3,Quarterly,Sydney,low
EVS02825,AC Level 2,0.12,6:00-22:00,12.02,90,ChargePoint,50,Type 2,2020,No,4.4,3,Quarterly,Sydney,high
EVS02868,AC Level 2,0.18,24/7,13.1,80,Greenlots,350,CHAdeMO,2019,No,3.3,7,Quarterly,Mexico City,high
EVS03680,DC Fast Charger,0.19,24/7,7.96,23,Tesla,150,Type 2,2019,Yes,3.3,6,Annually,São Paulo,low
EVS03788,AC Level 2,0.14,6:00-22:00,6.89,55,EVgo,50,Tesla,2012,Yes,3.3,2,Quarterly,Sydney,high
EVS03936,AC Level 2,0.45,6:00-22:00,1.77,71,Tesla,150,Tesla,2018,Yes,3.5,7,Annually,Dubai,high
EVS03960,AC Level 2,0.16,6:00-22:00,19.95,46,Ionity,22,"Type 2, CHAdeMO",2022,Yes,3.7,6,Annually,Mumbai,low
EVS04088,DC Fast Charger,0.12,6:00-22:00,11.79,15,Ionity,150,"Type 2, Tesla",2023,No,3.7,9,Quarterly,Los Angeles,low
EVS04349,DC Fast Charger,0.47,9:00-18:00,3.5,96,Greenlots,50,"Type 2, Tesla",2012,Yes,4.9,8,Monthly,Moscow,high
EVS04372,AC Level 2,0.25,6:00-22:00,3.93,95,Tesla,150,"Tesla, Type 2",2013,No,3.5,6,Quarterly,Moscow,high
EVS04839,DC Fast Charger,0.24,9:00-18:00,1.71,89,ChargePoint,50,"CCS, Type 2",2023,Yes,3.1,4,Annually,Bangkok,high
EVS04932,DC Fast Charger,0.36,9:00-18:00,5.1,41,Ionity,50,"Tesla, Type 2",2023,No,4.7,7,Annually,Moscow,low
EVS00006,AC Level 2,0.22,6:00-22:00,2.02,39,Ionity,350,Tesla,2016,Yes,3.2,9,Quarterly,São Paulo,low
EVS00077,DC Fast Charger,0.46,9:00-18:00,13.81,15,Greenlots,22,CCS,2023,Yes,5.0,10,Monthly,Bangkok,low
EVS00235,DC Fast Charger,0.12,9:00-18:00,5.59,72,ChargePoint,22,"Type 2, Tesla",2021,No,3.9,3,Annually,Beijing,high
EVS00375,AC Level 1,0.4,6:00-22:00,12.62,97,ChargePoint,150,CCS,2015,Yes,3.4,10,Quarterly,São Paulo,high
EVS00614,DC Fast Charger,0.22,6:00-22:00,18.15,40,EVgo,350,CHAdeMO,2012,Yes,4.1,3,Monthly,Cape Town,low
EVS01485,AC Level 2,0.29,9:00-18:00,18.83,93,Tesla,50,"CCS, CHAdeMO",2013,No,3.2,3,Annually,Los Angeles,high
EVS01536,AC Level 1,0.26,24/7,17.7,52,Greenlots,50,Tesla,2015,Yes,4.6,10,Quarterly,São Paulo,high
EVS01993,AC Level 2,0.45,6:00-22:00,19.6,23,ChargePoint,350,Type 2,2022,Yes,3.4,7,Annually,Sydney,low
EVS01997,AC Level 1,0.31,9:00-18:00,12.19,54,Greenlots,22,"Type 2, CHAdeMO",2016,No,4.0,8,Monthly,Toronto,high
EVS02578,AC Level 1,0.21,6:00-22:00,12.86,67,Greenlots,350,"CCS, Type 2",2014,Yes,4.5,2,Quarterly,Berlin,high
EVS02974,AC Level 1,0.16,6:00-22:00,12.14,10,Tesla,150,"Tesla, Type 2",2023,Yes,3.0,6,Monthly,Chicago,low
EVS03125,AC Level 2,0.24,24/7,5.45,33,Greenlots,150,"Tesla, CHAdeMO",2012,Yes,3.4,9,Annually,Berlin,low
EVS03310,AC Level 1,0.11,6:00-22:00,15.95,15,EVgo,350,Type 2,2012,No,3.7,3,Monthly,Seoul,low
EVS03658,AC Level 2,0.41,6:00-22:00,1.68,39,Greenlots,50,Type 2,2013,No,4.9,9,Annually,Dubai,low
EVS03920,AC Level 1,0.17,24/7,4.12,57,ChargePoint,150,"Type 2, CHAdeMO",2017,No,3.2,2,Annually,Berlin,high
EVS03994,DC Fast Charger,0.17,9:00-18:00,8.78,10,Ionity,150,CCS,2012,Yes,3.7,7,Annually,Mexico City,low
EVS04219,AC Level 2,0.43,9:00-18:00,12.11,44,EVgo,350,CHAdeMO,2012,No,3.3,1,Annually,Dubai,low
EVS04937,AC Level 1,0.39,24/7,16.79,79,Ionity,350,Tesla,2023,Yes,3.3,10,Annually,Moscow,high
EVS00458,DC Fast Charger,0.22,24/7,4.18,29,Greenlots,350,CCS,2014,Yes,3.4,4,Monthly,Cape Town,low
EVS00765,DC Fast Charger,0.16,6:00-22:00,14.76,41,Tesla,150,Type 2,2015,Yes,4.9,8,Monthly,Cape Town,low
EVS01217,DC Fast Charger,0.21,9:00-18:00,2.74,19,Ionity,150,"Tesla, CHAdeMO",2011,No,3.2,4,Quarterly,Toronto,low
EVS01273,DC Fast Charger,0.29,9:00-18:00,14.7,73,Greenlots,50,"CHAdeMO, Type 2",2020,Yes,3.3,1,Monthly,Mumbai,high
EVS01609,AC Level 1,0.49,6:00-22:00,12.1,22,Greenlots,150,CCS,2020,Yes,3.5,1,Monthly,Dubai,low
EVS01645,DC Fast Charger,0.22,9:00-18:00,8.93,39,Greenlots,50,Type 2,2011,Yes,4.3,4,Annually,Mumbai,low
EVS01833,AC Level 2,0.14,24/7,17.74,79,Tesla,150,Type 2,2015,Yes,3.6,4,Monthly,Sydney,high
EVS01863,AC Level 1,0.39,6:00-22:00,3.95,32,Ionity,22,"CCS, Type 2",2019,No,4.1,1,Monthly,Moscow,low
EVS02277,DC Fast Charger,0.31,24/7,9.66,28,Tesla,22,Type 2,2016,Yes,4.4,5,Quarterly,Seoul,low
EVS02417,AC Level 2,0.48,6:00-22:00,9.76,66,Ionity,150,"CHAdeMO, Tesla",2015,No,4.4,10,Quarterly,Dubai,high
EVS02579,AC Level 2,0.26,6:00-22:00,11.51,27,EVgo,150,"CCS, Tesla",2010,No,3.3,7,Annually,Cape Town,low
EVS02647,AC Level 2,0.25,24/7,2.48,17,Tesla,50,"Tesla, CCS",2018,No,5.0,10,Quarterly,Chicago,low
EVS02899,AC Level 1,0.12,6:00-22:00,4.23,47,Greenlots,150,CHAdeMO,2012,Yes,3.5,5,Annually,Cape Town,low
EVS04126,DC Fast Charger,0.25,24/7,12.13,17,Greenlots,350,"CCS, CHAdeMO",2011,No,3.5,4,Quarterly,Bangkok,low
EVS04154,DC Fast Charger,0.2,9:00-18:00,7.78,46,Tesla,22,"CCS, CHAdeMO",2016,No,3.5,9,Annually,San Francisco,low
EVS04752,AC Level 2,0.47,9:00-18:00,8.79,34,Tesla,350,"Type 2, CHAdeMO",2014,Yes,4.0,7,Quarterly,Chicago,low
EVS04963,DC Fast Charger,0.11,24/7,14.16,62,Tesla,350,Type 2,2015,No,3.9,4,Monthly,San Francisco,high
EVS00182,AC Level 1,0.3,24/7,4.23,38,Ionity,22,"Type 2, Tesla",2015,No,4.4,9,Quarterly,Seoul,low
EVS00612,AC Level 2,0.15,6:00-22:00,9.29,53,ChargePoint,350,"Type 2, CCS",2011,No,3.3,4,Monthly,Beijing,high
EVS01024,AC Level 2,0.17,24/7,12.08,35,Tesla,350,"CHAdeMO, CCS",2011,Yes,4.3,7,Quarterly,Dubai,low
EVS01095,AC Level 1,0.23,9:00-18:00,7.45,18,EVgo,22,"CHAdeMO, Tesla",2011,No,4.2,3,Quarterly,Dubai,low
EVS01446,DC Fast Charger,0.41,9:00-18:00,18.88,48,ChargePoint,350,CHAdeMO,2020,Yes,3.6,5,Annually,San Francisco,low
EVS01963,AC Level 1,0.46,24/7,3.18,80,Greenlots,150,Tesla,2015,Yes,3.7,3,Monthly,Mexico City,high
EVS02115,AC Level 1,0.31,6:00-22:00,13.66,94,EVgo,150,"Tesla, CCS",2012,Yes,3.6,3,Monthly,São Paulo,high
EVS02124,DC Fast Charger,0.34,6:00-22:00,0.89,79,Tesla,150,CHAdeMO,2022,No,3.4,7,Monthly,Seoul,high
EVS02473,DC Fast Charger,0.21,6:00-22:00,18.87,70,ChargePoint,50,Tesla,2021,Yes,3.2,9,Annually,Beijing,high
EVS02542,AC Level 2,0.18,24/7,4.2,34,Ionity,50,"CHAdeMO, Type 2",2011,Yes,4.8,8,Annually,São Paulo,low
EVS02639,DC Fast Charger,0.17,9:00-18:00,9.66,52,ChargePoint,50,"Tesla, Type 2",2018,No,3.1,5,Quarterly,Beijing,high
EVS02822,AC Level 1,0.33,6:00-22:00,6.95,51,Greenlots,22,"CCS, Type 2",2010,Yes,3.4,4,Quarterly,Berlin,high
EVS02922,AC Level 1,0.12,24/7,12.69,67,Greenlots,22,"CCS, Type 2",2011,No,4.0,9,Quarterly,Dubai,high
EVS03086,DC Fast Charger,0.28,6:00-22:00,10.8,59,Ionity,150,"CCS, CHAdeMO",2010,Yes,3.1,8,Quarterly,Seoul,high
EVS03165,AC Level 1,0.48,6:00-22:00,7.0,65,ChargePoint,150,"Tesla, CCS",2012,No,3.0,6,Monthly,Mumbai,high
EVS03200,AC Level 1,0.26,6:00-22:00,1.54,64,EVgo,150,"Type 2, CHAdeMO",2011,No,3.8,2,Monthly,Chicago,high
EVS03344,AC Level 2,0.38,9:00-18:00,19.76,42,Greenlots,22,Type 2,2014,No,4.4,9,Monthly,Seoul,low
EVS03395,AC Level 1,0.13,9:00-18:00,18.49,18,EVgo,22,Tesla,2014,Yes,3.8,10,Monthly,Bangkok,low
